Time (min), Temp (C)
448.149,64.69
448.199,64.69
448.248,64.69
448.298,64.7
448.348,64.7
448.397,64.7
448.447,64.71
448.497,64.71
448.547,64.72
448.596,64.73
448.646,64.73
448.696,64.75
448.745,64.74
448.795,64.74
448.846,64.75
448.896,64.76
448.947,64.76
448.994,64.78
449.044,64.78
449.093,64.79
449.143,64.78
449.193,64.79
449.243,64.79
449.292,64.81
449.342,64.8
449.391,64.81
449.441,64.81
449.491,64.82
449.541,64.82
449.59,64.82
449.64,64.84
449.691,64.85
449.741,64.84
449.792,64.85
449.839,64.85
449.889,64.85
449.938,64.86
449.988,64.86
450.038,64.87
450.087,64.88
450.137,64.88
450.187,64.87
450.236,64.9
450.286,64.9
450.336,64.89
450.386,64.91
450.435,64.91
450.485,64.92
450.536,64.92
450.586,64.93
450.637,64.94
450.684,64.92
450.734,64.94
450.783,64.95
450.833,64.94
450.883,64.95
450.933,64.96
450.982,64.96
451.032,64.97
451.082,64.96
451.131,64.98
451.181,64.97
451.231,64.99
451.28,64.99
451.33,65
451.381,65.01
451.431,65
451.482,65.01
451.529,65.02
451.578,65.02
451.628,65.03
451.678,65.03
451.728,65.04
451.777,65.04
451.827,65.05
451.877,65.05
451.927,65.06
451.976,65.07
452.026,65.07
452.076,65.07
452.125,65.07
452.175,65.08
452.226,65.09
452.276,65.09
452.327,65.09
452.374,65.1
452.423,65.1
452.473,65.11
452.523,65.11
452.573,65.12
452.622,65.12
452.672,65.13
452.722,65.15
452.771,65.14
452.821,65.14
452.871,65.15
452.92,65.15
452.97,65.16
453.02,65.17
453.071,65.17
453.121,65.18
453.172,65.18
453.219,65.19
453.268,65.19
453.318,65.2
453.368,65.2
453.418,65.21
453.467,65.21
453.517,65.22
453.567,65.23
453.617,65.23
453.666,65.23
453.716,65.25
453.766,65.25
453.815,65.25
453.865,65.25
453.916,65.26
453.966,65.26
454.017,65.27
454.064,65.28
454.113,65.28
454.163,65.28
454.213,65.29
454.262,65.29
454.312,65.3
454.362,65.31
454.412,65.31
454.461,65.32
454.511,65.32
454.561,65.31
454.611,65.33
454.66,65.34
454.71,65.34
454.761,65.35
454.811,65.34
454.862,65.35
454.909,65.36
454.958,65.36
455.008,65.36
455.058,65.37
455.107,65.38
455.157,65.38
455.207,65.39
455.257,65.39
455.306,65.39
455.356,65.4
455.406,65.4
455.456,65.41
455.505,65.41
455.555,65.42
455.606,65.43
455.656,65.43
455.707,65.42
455.754,65.44
455.803,65.44
455.853,65.45
455.903,65.45
455.953,65.46
456.003,65.47
456.052,65.47
456.102,65.48
456.152,65.48
456.201,65.49
456.251,65.49
456.301,65.49
456.35,65.5
456.4,65.5
456.451,65.5
456.501,65.52
456.552,65.52
456.603,65.52
456.649,65.54
456.698,65.54
456.748,65.54
456.798,65.55
456.848,65.55
456.897,65.55
456.947,65.56
456.997,65.56
457.046,65.57
457.096,65.57
457.146,65.57
457.195,65.59
457.245,65.6
457.296,65.59
457.346,65.6
457.397,65.6
457.444,65.61
457.494,65.61
457.544,65.62
457.593,65.63
457.643,65.62
457.693,65.64
457.742,65.64
457.792,65.65
457.842,65.65
457.892,65.66
457.941,65.65
457.991,65.67
458.041,65.67
458.09,65.67
458.141,65.69
458.191,65.68
458.242,65.69
458.293,65.69
458.339,65.7
458.389,65.7
458.439,65.71
458.488,65.71
458.538,65.72
458.588,65.73
458.637,65.73
458.687,65.73
458.737,65.74
458.786,65.74
458.836,65.76
458.886,65.75
458.936,65.76
458.986,65.77
459.036,65.77
459.087,65.78
459.138,65.77
459.184,65.78
459.234,65.79
459.283,65.8
459.333,65.8
459.383,65.8
459.433,65.79
459.482,65.82
459.532,65.82
459.582,65.82
459.632,65.83
459.681,65.84
459.731,65.85
459.781,65.84
459.831,65.86
459.881,65.85
459.932,65.85
459.983,65.87
460.029,65.87
460.079,65.87
460.129,65.88
460.178,65.89
460.228,65.89
460.278,65.9
460.327,65.9
460.377,65.9
460.427,65.91
460.476,65.91
460.526,65.92
460.576,65.91
460.626,65.92
460.676,65.93
460.727,65.95
460.777,65.94
460.828,65.94
460.874,65.95
460.924,65.95
460.974,65.96
461.023,65.96
461.073,65.98
461.123,65.98
461.172,65.97
461.223,65.98
461.274,65.99
461.325,65.99
461.371,66
461.421,66
461.471,66.01
461.52,66.02
461.57,66.01
461.62,66.02
461.67,66.04
461.719,66.04
461.769,66.05
461.819,66.04
461.869,66.06
461.918,66.05
461.968,66.07
462.018,66.07
462.068,66.07
462.119,66.07
462.17,66.08
462.217,66.08
462.266,66.09
462.316,66.1
462.366,66.1
462.415,66.11
462.465,66.12
462.515,66.11
462.565,66.11
462.614,66.13
462.664,66.13
462.714,66.13
462.763,66.14
462.813,66.15
462.863,66.16
462.913,66.15
462.964,66.17
463.015,66.17
463.062,66.17
463.111,66.17
463.161,66.18
463.211,66.17
463.261,66.19
463.31,66.19
463.36,66.2
463.41,66.21
463.459,66.22
463.509,66.22
463.559,66.22
463.609,66.22
463.658,66.23
463.708,66.23
463.758,66.24
463.809,66.24
463.86,66.24
463.907,66.26
463.957,66.26
464.006,66.27
464.056,66.27
464.106,66.28
464.155,66.27
464.205,66.29
464.255,66.29
464.305,66.29
464.354,66.31
464.404,66.31
464.454,66.31
464.504,66.32
464.553,66.32
464.603,66.32
464.654,66.33
464.705,66.33
464.755,66.35
464.802,66.35
464.852,66.36
464.901,66.36
464.951,66.36
465,66.36
465.05,66.37
465.1,66.37
465.15,66.37
465.2,66.39
465.249,66.39
465.299,66.39
465.349,66.41
465.398,66.41
465.448,66.42
465.499,66.41
465.55,66.43
465.6,66.43
465.647,66.43
465.697,66.44
465.746,66.44
465.796,66.45
465.846,66.44
465.895,66.45
465.945,66.46
465.995,66.47
466.044,66.46
466.094,66.48
466.144,66.48
466.193,66.49
466.243,66.49
466.293,66.48
466.344,66.5
466.395,66.5
466.445,66.51
466.492,66.51
466.542,66.51
466.591,66.52
466.641,66.52
466.69,66.52
466.74,66.54
466.79,66.55
466.84,66.54
466.889,66.55
466.939,66.55
466.989,66.57
467.038,66.57
467.088,66.57
467.138,66.58
467.189,66.59
467.24,66.59
467.29,66.58
467.337,66.59
467.387,66.61
467.436,66.61
467.486,66.61
467.536,66.61
467.585,66.62
467.635,66.63
467.685,66.63
467.734,66.63
467.784,66.63
467.834,66.64
467.883,66.65
467.933,66.67
467.983,66.67
468.034,66.67
468.085,66.67
468.136,66.68
468.182,66.69
468.232,66.69
468.281,66.69
468.331,66.7
468.381,66.7
468.43,66.7
468.48,66.71
468.53,66.72
468.579,66.72
468.629,66.72
468.679,66.72
468.729,66.73
468.778,66.74
468.828,66.76
468.879,66.74
468.93,66.76
468.98,66.77
469.027,66.77
469.076,66.77
469.126,66.78
469.176,66.79
469.226,66.78
469.275,66.81
469.325,66.79
469.375,66.8
469.424,66.81
469.474,66.82
469.524,66.82
469.574,66.83
469.623,66.82
469.673,66.82
469.724,66.83
469.775,66.84
469.825,66.84
469.872,66.85
469.921,66.85
469.971,66.86
470.021,66.87
470.071,66.86
470.12,66.87
470.17,66.88
470.22,66.89
470.27,66.89
470.319,66.9
470.369,66.91
470.419,66.9
470.468,66.9
470.519,66.92
470.569,66.91
470.62,66.92
470.671,66.92
470.717,66.93
470.766,66.94
470.816,66.95
470.866,66.94
470.916,66.95
470.965,66.95
471.015,66.96
471.065,66.96
471.115,66.96
471.164,66.97
471.214,66.98
471.264,67
471.313,66.98
471.364,66.99
471.414,67.01
471.465,67.01
471.515,67
471.562,67.02
471.612,67.03
471.661,67.03
471.711,67.03
471.761,67.03
471.81,67.04
471.86,67.04
471.91,67.05
471.96,67.06
472.009,67.06
472.059,67.08
472.108,67.07
472.158,67.08
472.209,67.08
472.259,67.09
472.31,67.09
472.361,67.11
472.407,67.1
472.457,67.11
472.506,67.11
472.556,67.12
472.606,67.12
472.655,67.13
472.705,67.13
472.755,67.14
472.804,67.14
472.854,67.14
472.904,67.16
472.953,67.17
473.003,67.16
473.054,67.18
473.104,67.17
473.155,67.18
473.206,67.18
473.252,67.18
473.301,67.2
473.351,67.2
473.401,67.2
473.451,67.21
473.5,67.22
473.55,67.21
473.6,67.23
473.649,67.25
473.699,67.24
473.749,67.24
473.799,67.25
473.848,67.25
473.899,67.26
473.949,67.26
474,67.26
474.051,67.28
474.097,67.28
474.146,67.3
474.196,67.3
474.246,67.31
474.296,67.3
474.345,67.31
474.395,67.31
474.445,67.32
474.494,67.32
474.544,67.33
474.594,67.33
474.643,67.34
474.693,67.34
474.744,67.35
474.794,67.35
474.845,67.35
474.896,67.36
474.942,67.36
474.991,67.37
475.041,67.37
475.091,67.38
475.141,67.38
475.19,67.4
475.24,67.4
475.29,67.4
475.339,67.4
475.389,67.42
475.439,67.42
475.488,67.42
475.538,67.43
475.589,67.43
475.639,67.43
475.69,67.43
475.741,67.44
475.787,67.45
475.836,67.45
475.886,67.45
475.936,67.47
475.986,67.47
476.035,67.48
476.085,67.48
476.134,67.48
476.184,67.49
476.234,67.5
476.284,67.5
476.333,67.52
476.383,67.5
476.434,67.51
476.484,67.53
476.535,67.52
476.582,67.52
476.632,67.52
476.681,67.53
476.731,67.54
476.781,67.54
476.83,67.55
476.88,67.56
476.93,67.57
476.979,67.58
477.029,67.58
477.079,67.58
477.129,67.58
477.178,67.59
477.228,67.59
477.279,67.6
477.329,67.61
477.38,67.61
477.427,67.62
477.476,67.61
477.526,67.62
477.576,67.62
477.625,67.62
477.675,67.63
477.725,67.64
477.775,67.65
477.824,67.66
477.874,67.66
477.924,67.66
477.974,67.66
478.023,67.67
478.073,67.68
478.124,67.68
478.174,67.68
478.225,67.69
478.272,67.7
478.321,67.7
478.371,67.71
478.421,67.71
478.47,67.72
478.52,67.72
478.57,67.72
478.62,67.73
478.669,67.74
478.719,67.74
478.769,67.74
478.818,67.75
478.868,67.76
478.918,67.76
478.969,67.76
479.019,67.77
479.07,67.76
479.116,67.78
479.166,67.78
479.216,67.79
479.266,67.8
479.316,67.79
479.365,67.8
479.415,67.81
479.465,67.82
479.515,67.82
479.564,67.82
479.614,67.83
479.664,67.84
479.713,67.84
479.763,67.85
479.814,67.85
479.864,67.85
479.915,67.85
479.966,67.86
480.011,67.87
480.061,67.87
480.111,67.87
480.161,67.88
480.211,67.89
480.26,67.89
480.31,67.91
480.36,67.9
480.409,67.91
480.459,67.92
480.509,67.92
480.558,67.92
480.608,67.92
480.659,67.93
480.709,67.94
480.76,67.94
480.807,67.96
480.857,67.95
480.906,67.95
480.956,67.96
481.006,67.97
481.056,67.97
481.105,67.98
481.155,67.99
481.205,67.99
481.254,67.99
481.304,68
481.354,68
481.403,68.01
481.453,68.01
481.504,68.01
481.554,68.02
481.605,68.03
481.652,68.03
481.702,68.04
481.752,68.04
481.801,68.05
481.851,68.05
481.901,68.05
481.95,68.07
482,68.07
482.05,68.07
482.099,68.07
482.149,68.07
482.199,68.08
482.248,68.09
482.298,68.09
482.349,68.1
482.399,68.11
482.45,68.11
482.501,68.11
482.547,68.12
482.597,68.13
482.646,68.12
482.696,68.13
482.746,68.15
482.796,68.15
482.845,68.15
482.895,68.15
482.945,68.16
482.994,68.16
483.044,68.18
483.094,68.17
483.143,68.18
483.194,68.19
483.244,68.2
483.295,68.19
483.346,68.2
483.392,68.21
483.442,68.22
483.492,68.22
483.541,68.22
483.591,68.22
483.641,68.23
483.69,68.23
483.74,68.24
483.79,68.24
483.839,68.24
483.889,68.25
483.939,68.26
483.988,68.26
484.039,68.28
484.089,68.28
484.14,68.27
484.191,68.28
484.237,68.29
484.287,68.3
484.336,68.3
484.386,68.3
484.436,68.32
484.485,68.32
484.535,68.34
484.585,68.33
484.634,68.33
484.684,68.34
484.734,68.34
484.784,68.34
484.833,68.36
484.884,68.35
484.934,68.36
484.985,68.36
485.036,68.36
485.082,68.37
485.131,68.38
485.181,68.39
485.231,68.4
485.281,68.39
485.33,68.39
485.38,68.41
485.43,68.42
485.48,68.42
485.529,68.41
485.579,68.42
485.629,68.44
485.678,68.43
485.729,68.43
485.779,68.44
485.83,68.45
485.881,68.46
485.927,68.46
485.976,68.47
486.026,68.47
486.076,68.48
486.126,68.48
486.176,68.48
486.225,68.5
486.275,68.5
486.325,68.5
486.374,68.51
486.424,68.51
486.474,68.52
486.523,68.52
486.574,68.52
486.624,68.52
486.675,68.53
486.726,68.54
486.772,68.54
486.822,68.54
486.871,68.55
486.921,68.57
486.971,68.57
487.02,68.58
487.07,68.58
487.12,68.58
487.17,68.58
487.219,68.59
487.269,68.58
487.319,68.59
487.368,68.61
487.419,68.6
487.469,68.62
487.52,68.63
487.571,68.63
487.617,68.64
487.667,68.63
487.716,68.65
487.766,68.64
487.816,68.65
487.865,68.65
487.915,68.65
487.965,68.67
488.014,68.67
488.064,68.67
488.114,68.68
488.164,68.69
488.213,68.7
488.264,68.7
488.314,68.7
488.365,68.7
488.416,68.7
488.462,68.72
488.511,68.71
488.561,68.73
488.611,68.73
488.661,68.73
488.71,68.74
488.76,68.74
488.81,68.76
488.859,68.74
488.909,68.76
488.959,68.76
489.009,68.77
489.058,68.78
489.109,68.78
489.159,68.79
489.21,68.79
489.257,68.79
489.307,68.8
489.356,68.81
489.406,68.81
489.456,68.82
489.505,68.82
489.555,68.82
489.605,68.83
489.655,68.83
489.705,68.84
489.754,68.85
489.804,68.85
489.854,68.85
489.903,68.86
489.954,68.87
490.004,68.86
490.055,68.87
490.106,68.87
490.151,68.89
490.201,68.89
490.251,68.89
490.301,68.9
490.351,68.9
490.4,68.91
490.45,68.91
490.5,68.92
490.549,68.91
490.599,68.93
490.649,68.93
490.699,68.93
490.748,68.94
490.799,68.95
490.849,68.95
490.9,68.95
490.947,68.95
490.997,68.96
491.046,68.97
491.096,68.99
491.146,68.99
491.196,68.99
491.245,68.99
491.295,69
491.345,69
491.394,69
491.444,69.01
491.494,69.03
491.543,69.02
491.593,69.02
491.644,69.03
491.694,69.05
491.745,69.05
491.792,69.05
491.842,69.05
491.891,69.06
491.941,69.06
491.991,69.06
492.041,69.07
492.09,69.08
492.14,69.08
492.19,69.08
492.239,69.1
492.289,69.09
492.339,69.1
492.388,69.1
492.438,69.11
492.489,69.12
492.539,69.12
492.59,69.12
492.637,69.12
492.687,69.13
492.736,69.15
492.786,69.14
492.836,69.15
492.886,69.15
492.935,69.17
492.985,69.17
493.035,69.18
493.084,69.18
493.134,69.18
493.184,69.18
493.234,69.19
493.283,69.2
493.334,69.2
493.384,69.21
493.435,69.21
493.482,69.22
493.532,69.23
493.581,69.23
493.631,69.22
493.681,69.23
493.73,69.24
493.78,69.24
493.83,69.25
493.88,69.25
493.929,69.27
493.979,69.27
494.029,69.28
494.079,69.27
494.128,69.3
494.179,69.29
494.229,69.29
494.28,69.29
494.331,69.3
494.377,69.32
494.426,69.31
494.476,69.32
494.526,69.32
494.575,69.34
494.625,69.33
494.675,69.33
494.725,69.34
494.774,69.34
494.824,69.36
494.874,69.36
494.923,69.36
494.973,69.36
495.024,69.37
495.074,69.38
495.125,69.38
495.172,69.38
495.221,69.4
495.271,69.4
495.321,69.41
495.371,69.41
495.42,69.42
495.47,69.41
495.519,69.42
495.569,69.43
495.619,69.44
495.668,69.44
495.718,69.44
495.768,69.46
495.818,69.45
495.869,69.46
495.919,69.46
495.97,69.46
496.017,69.47
496.067,69.47
496.116,69.48
496.166,69.49
496.215,69.49
496.265,69.51
496.315,69.5
496.364,69.51
496.414,69.52
496.464,69.51
496.514,69.52
496.563,69.53
496.613,69.53
496.663,69.53
496.714,69.54
496.764,69.54
496.815,69.54
496.861,69.55
496.911,69.57
496.961,69.56
497.01,69.57
497.06,69.58
497.11,69.58
497.16,69.59
497.209,69.59
497.259,69.6
497.309,69.6
497.358,69.6
497.408,69.62
497.458,69.61
497.508,69.61
497.559,69.63
497.609,69.62
497.66,69.63
497.706,69.63
497.756,69.65
497.806,69.65
497.855,69.65
497.905,69.65
497.955,69.66
498.005,69.67
498.054,69.68
498.104,69.68
498.154,69.68
498.203,69.69
498.253,69.69
498.303,69.7
498.353,69.7
498.404,69.71
498.454,69.72
498.505,69.72
498.551,69.73
498.601,69.73
498.65,69.73
498.7,69.75
498.75,69.74
498.799,69.75
498.849,69.75
498.899,69.76
498.949,69.76
498.998,69.77
499.048,69.78
499.098,69.78
499.148,69.79
499.198,69.79
499.249,69.8
499.299,69.8
499.35,69.81
499.396,69.81
499.446,69.81
499.495,69.82
499.545,69.83
499.595,69.83
499.644,69.83
499.694,69.83
499.744,69.84
499.794,69.85
499.843,69.85
499.893,69.87
499.943,69.87
499.992,69.86
500.043,69.88
500.094,69.89
500.144,69.88
500.191,69.88
500.241,69.89
500.29,69.9
500.34,69.9
500.39,69.91
500.44,69.91
500.489,69.91
500.539,69.92
500.589,69.94
500.639,69.93
500.688,69.94
500.738,69.95
500.787,69.95
500.837,69.95
500.888,69.95
500.939,69.96
500.989,69.97
501.036,69.97
501.086,69.98
501.136,69.99
501.185,69.98
501.235,69.99
501.284,69.98
501.334,69.99
501.384,70
501.433,70
501.483,70.02
501.533,70.01
501.583,70.03
501.632,70.02
501.682,70.03
501.733,70.04
501.784,70.04
501.834,70.05
501.881,70.05
501.931,70.05
501.981,70.07
502.03,70.07
502.08,70.08
502.129,70.07
502.179,70.09
502.229,70.1
502.279,70.1
502.328,70.09
502.378,70.1
502.428,70.11
502.477,70.11
502.527,70.12
502.578,70.13
502.629,70.13
502.679,70.13
502.726,70.14
502.776,70.15
502.825,70.15
502.875,70.15
502.925,70.15
502.974,70.16
503.024,70.18
503.074,70.17
503.124,70.18
503.173,70.18
503.223,70.19
503.272,70.2
503.322,70.19
503.372,70.21
503.423,70.21
503.474,70.22
503.524,70.22
503.571,70.22
503.62,70.23
503.67,70.24
503.72,70.24
503.77,70.25
503.819,70.25
503.869,70.26
503.919,70.26
503.968,70.26
504.018,70.27
504.068,70.28
504.117,70.28
504.167,70.28
504.217,70.29
504.268,70.3
504.319,70.31
504.369,70.32
504.416,70.33
504.465,70.32
504.515,70.32
504.564,70.33
504.614,70.32
504.664,70.34
504.714,70.34
504.763,70.35
504.813,70.35
504.863,70.35
504.912,70.35
504.962,70.35
505.012,70.36
505.062,70.37
505.113,70.38
505.164,70.39
505.211,70.4
505.26,70.4
505.31,70.4
505.36,70.41
505.409,70.41
505.459,70.41
505.509,70.42
505.559,70.44
505.608,70.43
505.658,70.44
505.708,70.44
505.757,70.44
505.807,70.45
505.857,70.44
505.908,70.45
505.958,70.47
506.009,70.47
506.056,70.48
506.105,70.48
506.155,70.48
506.205,70.48
506.254,70.49
506.304,70.49
506.354,70.51
506.403,70.5
506.453,70.52
506.503,70.52
506.552,70.53
506.602,70.53
506.652,70.54
506.702,70.54
506.753,70.54
506.803,70.55
506.854,70.56
506.9,70.57
506.95,70.56
507,70.57
507.05,70.58
507.099,70.59
507.149,70.59
507.198,70.58
507.248,70.58
507.298,70.58
507.347,70.6
507.397,70.6
507.447,70.62
507.497,70.61
507.547,70.62
507.598,70.63
507.648,70.63
507.699,70.63
507.745,70.64
507.795,70.66
507.845,70.64
507.894,70.66
507.944,70.66
507.994,70.66
508.043,70.68
508.093,70.67
508.143,70.68
508.193,70.69
508.242,70.69
508.292,70.7
508.341,70.7
508.392,70.7
508.443,70.7
508.493,70.71
508.544,70.71
508.59,70.72
508.64,70.73
508.689,70.73
508.739,70.73
508.789,70.74
508.839,70.74
508.888,70.76
508.938,70.76
508.988,70.76
509.037,70.76
509.087,70.77
509.137,70.77
509.186,70.78
509.237,70.78
509.288,70.79
509.338,70.79
509.389,70.8
509.435,70.8
509.485,70.81
509.534,70.81
509.584,70.81
509.634,70.82
509.683,70.82
509.733,70.82
509.782,70.83
509.832,70.84
509.882,70.85
509.932,70.85
509.981,70.85
510.031,70.85
510.082,70.86
510.133,70.86
510.183,70.87
510.23,70.88
510.28,70.88
510.329,70.88
510.379,70.87
510.428,70.89
510.478,70.88
510.528,70.89
510.578,70.9
510.628,70.91
510.677,70.92
510.727,70.91
510.776,70.92
510.826,70.92
510.876,70.93
510.927,70.93
510.978,70.95
511.028,70.96
511.075,70.95
511.125,70.95
511.174,70.96
511.224,70.96
511.274,70.98
511.323,70.98
511.373,70.99
511.423,70.99
511.472,71
511.522,71
511.572,71.01
511.621,71.02
511.671,71.03
511.721,71.03
511.772,71.03
511.823,71.03
511.873,71.05
511.92,71.05
511.969,71.06
512.019,71.07
512.069,71.07
512.119,71.07
512.168,71.07
512.218,71.08
512.268,71.09
512.317,71.1
512.367,71.1
512.417,71.11
512.466,71.11
512.516,71.12
512.566,71.13
512.617,71.12
512.668,71.14
512.718,71.15
512.765,71.15
512.814,71.15
512.864,71.16
512.914,71.16
512.963,71.16
513.013,71.18
513.063,71.18
513.112,71.19
513.162,71.2
513.212,71.19
513.261,71.21
513.311,71.2
513.361,71.22
513.411,71.21
513.462,71.22
513.513,71.23
513.563,71.24
513.609,71.23
513.659,71.24
513.709,71.25
513.759,71.26
513.808,71.26
513.858,71.26
513.908,71.26
513.957,71.28
514.007,71.26
514.057,71.27
514.107,71.29
514.156,71.3
514.206,71.3
514.256,71.3
514.307,71.31
514.358,71.31
514.404,71.31
514.454,71.31
514.504,71.32
514.554,71.33
514.603,71.33
514.653,71.34
514.703,71.35
514.753,71.36
514.802,71.36
514.852,71.35
514.902,71.38
514.953,71.37
515.003,71.37
515.054,71.38
515.1,71.39
515.15,71.39
515.2,71.39
515.25,71.4
515.299,71.4
515.349,71.4
515.399,71.41
515.449,71.42
515.498,71.43
515.548,71.42
515.598,71.43
515.647,71.44
515.697,71.45
515.747,71.46
515.798,71.44
515.848,71.46
515.899,71.47
515.945,71.46
515.995,71.48
516.045,71.47
516.095,71.48
516.144,71.5
516.194,71.49
516.244,71.51
516.293,71.51
516.343,71.51
516.393,71.51
516.443,71.52
516.492,71.52
516.542,71.53
516.592,71.53
516.643,71.54
516.694,71.55
516.744,71.54
516.79,71.56
516.84,71.56
516.89,71.57
516.94,71.57
516.989,71.57
517.039,71.58
517.089,71.59
517.138,71.59
517.188,71.59
517.238,71.6
517.288,71.61
517.337,71.61
517.387,71.62
517.437,71.61
517.488,71.63
517.538,71.63
517.589,71.63
517.635,71.64
517.685,71.64
517.735,71.65
517.785,71.65
517.834,71.65
517.884,71.67
517.934,71.67
517.983,71.67
518.033,71.67
518.083,71.68
518.132,71.68
518.182,71.7
518.232,71.7
518.282,71.7
518.333,71.7
518.383,71.72
518.434,71.73
518.481,71.72
518.53,71.72
518.58,71.73
518.629,71.74
518.679,71.75
518.729,71.75
518.779,71.75
518.828,71.76
518.878,71.76
518.928,71.77
518.978,71.78
519.027,71.78
519.077,71.78
519.127,71.78
519.178,71.79
519.228,71.8
519.279,71.8
519.325,71.81
519.375,71.81
519.425,71.82
519.474,71.82
519.524,71.83
519.574,71.83
519.624,71.84
519.673,71.84
519.723,71.84
519.773,71.85
519.822,71.86
519.872,71.86
519.922,71.86
519.972,71.87
520.023,71.88
520.073,71.87
520.124,71.87
520.17,71.89
520.22,71.9
520.27,71.9
520.319,71.91
520.369,71.91
520.419,71.92
520.468,71.92
520.518,71.92
520.568,71.93
520.618,71.93
520.667,71.95
520.717,71.94
520.767,71.95
520.817,71.95
520.868,71.95
520.918,71.96
520.969,71.97
521.015,71.96
521.065,71.98
521.115,71.99
521.164,71.99
521.214,71.99
521.264,72
521.313,72
521.363,72
521.413,72.01
521.462,72.02
521.512,72.02
521.562,72.03
521.612,72.03
521.662,72.04
521.713,72.05
521.763,72.05
521.814,72.06
521.861,72.06
521.91,72.07
521.959,72.07
522.009,72.08
522.059,72.08
522.109,72.09
522.158,72.09
522.208,72.1
522.258,72.1
522.307,72.11
522.357,72.11
522.407,72.12
522.456,72.12
522.507,72.12
522.558,72.13
522.608,72.15
522.659,72.15
522.705,72.14
522.754,72.15
522.804,72.15
522.854,72.16
522.904,72.17
522.954,72.16
523.003,72.18
523.053,72.18
523.103,72.19
523.152,72.2
523.202,72.19
523.252,72.21
523.301,72.2
523.352,72.21
523.403,72.21
523.453,72.21
523.504,72.22
523.55,72.22
523.6,72.24
523.649,72.25
523.699,72.24
523.749,72.25
523.798,72.25
523.848,72.25
523.898,72.25
523.947,72.26
523.997,72.28
524.047,72.28
524.097,72.28
524.146,72.29
524.197,72.3
524.248,72.3
524.299,72.3
524.349,72.31
524.395,72.3
524.444,72.31
524.494,72.32
524.544,72.33
524.593,72.34
524.643,72.34
524.693,72.34
524.743,72.34
524.792,72.36
524.842,72.36
524.892,72.36
524.942,72.37
524.991,72.37
525.042,72.38
525.093,72.38
525.143,72.39
525.19,72.4
525.24,72.39
525.289,72.4
525.339,72.41
525.389,72.41
525.438,72.42
525.488,72.43
525.538,72.43
525.588,72.42
525.637,72.44
525.687,72.44
525.737,72.44
525.787,72.45
525.836,72.46
525.887,72.46
525.938,72.46
525.989,72.47
526.039,72.48
526.085,72.48
526.134,72.48
526.184,72.49
526.234,72.49
526.283,72.51
526.333,72.51
526.383,72.51
526.433,72.52
526.483,72.53
526.532,72.53
526.582,72.53
526.632,72.54
526.681,72.53
526.732,72.55
526.783,72.55
526.833,72.56
526.884,72.56
526.93,72.57
526.979,72.58
527.029,72.57
527.079,72.59
527.129,72.58
527.178,72.59
527.228,72.58
527.278,72.59
527.328,72.6
527.378,72.61
527.427,72.61
527.477,72.62
527.526,72.63
527.577,72.63
527.628,72.64
527.678,72.64
527.729,72.65
527.775,72.65
527.825,72.66
527.874,72.65
527.924,72.66
527.974,72.67
528.024,72.67
528.073,72.68
528.123,72.67
528.173,72.69
528.222,72.7
528.272,72.7
528.322,72.7
528.371,72.71
528.422,72.72
528.473,72.73
528.523,72.72
528.574,72.73
528.62,72.73
528.67,72.74
528.719,72.74
528.769,72.75
528.819,72.75
528.869,72.75
528.918,72.76
528.968,72.78
529.018,72.78
529.067,72.77
529.117,72.78
529.167,72.79
529.216,72.79
529.267,72.8
529.318,72.8
529.368,72.81
529.419,72.81
529.465,72.81
529.515,72.82
529.564,72.83
529.614,72.83
529.664,72.84
529.713,72.85
529.763,72.85
529.813,72.85
529.862,72.85
529.912,72.86
529.962,72.87
530.012,72.87
530.061,72.89
530.112,72.88
530.163,72.88
530.213,72.89
530.264,72.89
530.31,72.91
530.36,72.89
530.409,72.91
530.459,72.92
530.509,72.92
530.559,72.92
530.608,72.93
530.658,72.93
530.708,72.94
530.757,72.94
530.807,72.94
530.857,72.96
530.906,72.96
530.957,72.96
531.008,72.96
531.058,72.97
531.109,72.98
531.155,72.97
531.205,72.99
531.254,73
531.304,73
531.354,73.01
531.403,73.01
531.453,73.02
531.503,73.02
531.553,73.02
531.602,73.03
531.652,73.03
531.702,73.05
531.752,73.04
531.802,73.05
531.853,73.06
531.903,73.07
531.954,73.07
532,73.06
532.05,73.07
532.099,73.08
532.149,73.08
532.199,73.09
532.249,73.09
532.298,73.1
532.348,73.11
532.398,73.11
532.448,73.12
532.497,73.13
532.547,73.13
532.597,73.14
532.647,73.14
532.698,73.14
532.748,73.14
532.799,73.16
532.845,73.15
532.895,73.16
532.944,73.17
532.994,73.17
533.044,73.17
533.094,73.18
533.143,73.18
533.193,73.2
533.243,73.19
533.293,73.21
533.342,73.21
533.392,73.21
533.442,73.22
533.492,73.23
533.543,73.23
533.594,73.24
533.644,73.25
533.69,73.24
533.74,73.25
533.79,73.25
533.839,73.27
533.889,73.26
533.939,73.27
533.989,73.27
534.038,73.28
534.088,73.28
534.138,73.28
534.187,73.29
534.237,73.3
534.287,73.29
534.337,73.31
534.388,73.31
534.439,73.32
534.489,73.32
534.535,73.34
534.585,73.33
534.635,73.33
534.684,73.34
534.734,73.34
534.784,73.36
534.834,73.36
534.883,73.36
534.933,73.35
534.983,73.38
535.032,73.38
535.082,73.38
535.132,73.39
535.182,73.4
535.233,73.39
535.283,73.4
