Time (s),Temp (K)
2129.04,301.84999999999997
2131.98,301.85999999999996
2134.98,301.85999999999996
2137.98,301.87
2140.92,301.9
2143.92,301.9
2146.9199999999996,301.89
2149.92,301.91999999999996
2152.86,301.92999999999995
2155.8599999999997,301.96
2158.7999999999997,301.96999999999997
2161.8,301.96999999999997
2164.7999999999997,301.98999999999995
2167.74,301.98999999999995
2170.7400000000002,302.02
2173.74,302.03
2176.68,302.03999999999996
2179.6800000000003,302.03
2182.68,302.04999999999995
2185.68,302.06
2188.62,302.08
2191.62,302.09999999999997
2194.62,302.10999999999996
2197.56,302.09999999999997
2200.56,302.13
2203.56,302.14
2206.5,302.15999999999997
2209.5,302.16999999999996
2212.5,302.17999999999995
2215.5,302.19
2218.4399999999996,302.21
2221.44,302.21999999999997
2224.44,302.21999999999997
2227.44,302.23999999999995
2230.38,302.25
2233.38,302.27
2236.38,302.28
2239.32,302.28999999999996
2242.32,302.29999999999995
2245.3199999999997,302.31
2248.2599999999998,302.34
2251.26,302.34999999999997
2254.2599999999998,302.34999999999997
2257.2,302.38
2260.2000000000003,302.37
2263.2,302.38
2266.2000000000003,302.40999999999997
2269.1400000000003,302.41999999999996
2272.14,302.40999999999997
2275.14,302.44
2278.0800000000004,302.46
2281.08,302.46
2284.08,302.46999999999997
2287.08,302.48999999999995
2290.02,302.51
2293.02,302.51
2296.02,302.51
2298.96,302.53
2301.96,302.53999999999996
2304.96,302.54999999999995
2307.9,302.56
2310.9,302.58
2313.8999999999996,302.58
2316.8399999999997,302.60999999999996
2319.84,302.62
2322.84,302.65
2325.84,302.64
2328.78,302.65
2331.7799999999997,302.66999999999996
2334.72,302.67999999999995
2337.7200000000003,302.69
2340.7200000000003,302.71999999999997
2343.72,302.71999999999997
2346.66,302.71999999999997
2349.66,302.75
2352.66,302.76
2355.6600000000003,302.77
2358.6000000000004,302.78999999999996
2361.6,302.78999999999996
2364.6,302.79999999999995
2367.54,302.82
2370.54,302.83
2373.54,302.84999999999997
2376.48,302.84999999999997
2379.48,302.85999999999996
2382.48,302.87
2385.42,302.89
2388.42,302.90999999999997
2391.42,302.90999999999997
2394.4199999999996,302.92999999999995
2397.36,302.91999999999996
2400.36,302.94
2403.3599999999997,302.96999999999997
2406.2999999999997,302.97999999999996
2409.3,302.97999999999996
2412.2999999999997,303.0
2415.3,303.02
2418.2400000000002,303.03
2421.24,303.03999999999996
2424.18,303.07
2427.1800000000003,303.06
2430.18,303.08
2433.18,303.09
2436.12,303.09999999999997
2439.12,303.10999999999996
2442.12,303.12
2445.1200000000003,303.13
2448.06,303.15999999999997
2451.06,303.15999999999997
2454.0600000000004,303.15999999999997
2457.06,303.17999999999995
2460.0,303.19
2463.0,303.2
2465.9399999999996,303.21
2468.94,303.22999999999996
2471.94,303.23999999999995
2474.94,303.26
2477.88,303.27
2480.88,303.28
2483.88,303.29999999999995
2486.88,303.29999999999995
2489.82,303.33
2492.8199999999997,303.33
2495.82,303.34
2498.76,303.35999999999996
2501.7599999999998,303.35999999999996
2504.76,303.39
2507.7599999999998,303.39
2510.7,303.40999999999997
2513.7000000000003,303.4
2516.7,303.41999999999996
2519.64,303.44
2522.64,303.45
2525.5800000000004,303.45
2528.58,303.46999999999997
2531.58,303.5
2534.58,303.48999999999995
2537.52,303.53999999999996
2540.52,303.53
2543.52,303.53999999999996
2546.52,303.56
2549.46,303.57
2552.46,303.57
2555.46,303.59
2558.46,303.59999999999997
2561.3999999999996,303.63
2564.4,303.62
2567.4,303.63
2570.34,303.65
2573.34,303.66999999999996
2576.34,303.67999999999995
2579.2799999999997,303.7
2582.2799999999997,303.71999999999997
2585.28,303.7
2588.2799999999997,303.71999999999997
2591.22,303.73999999999995
2594.2200000000003,303.75
2597.22,303.78
2600.2200000000003,303.78
2603.1600000000003,303.78999999999996
2606.16,303.78999999999996
2609.16,303.79999999999995
2612.1,303.83
2615.1,303.83
2618.1,303.85999999999996
2621.04,303.87
2624.04,303.87
2627.04,303.88
2629.98,303.88
2632.98,303.90999999999997
2635.98,303.92999999999995
2638.92,303.94
2641.9199999999996,303.94
2644.92,303.95
2647.92,303.97999999999996
2650.8599999999997,303.98999999999995
2653.86,303.98999999999995
2656.86,304.0
2659.86,304.03
2662.8,304.03999999999996
2665.8,304.03999999999996
2668.7999999999997,304.06
2671.7400000000002,304.06
2674.7400000000002,304.08
2677.74,304.09999999999997
2680.68,304.10999999999996
2683.6800000000003,304.12
2686.68,304.13
2689.62,304.15
2692.6200000000003,304.16999999999996
2695.62,304.15999999999997
2698.62,304.17999999999995
2701.5600000000004,304.19
2704.56,304.21
2707.5,304.21999999999997
2710.5,304.21
2713.5,304.22999999999996
2716.5,304.26
2719.44,304.27
2722.44,304.27
2725.44,304.28999999999996
2728.4399999999996,304.28999999999996
2731.38,304.31
2734.38,304.31
2737.3799999999997,304.33
2740.3199999999997,304.34999999999997
2743.32,304.37
